,model,nrbf,opttype,gpscaler,runidx,gainmse,tlength,runtime,posmse,poscorr,wtcorr,wtmse
81,p,15,second,8,1,0.020912273261933602,133,2.2025508880615234,0.014619173231419832,0.9979844953257598,0.9041598036030446,0.05137934109542851
82,p,15,second,8,2,2.365229913367897,133,1.5636448860168457,0.002173705611763952,0.9985346454698629,0.6865898626582486,0.057216610654037776
83,p,15,second,8,3,0.16448276175261287,133,1.3116228580474854,0.0009746989215646407,0.9989067964250861,0.4737525544682602,0.0855853385018046
84,p,15,second,8,1,14.730022840351621,161,1.597844123840332,0.1539515621499279,0.8989514370709444,0.8431873142099011,0.05173991150720976
85,p,15,second,8,2,0.0018957053598020262,161,1.8866209983825684,0.0015214520740774052,0.9996206193272962,0.9584035460676729,0.006809376584774636
86,p,15,second,8,3,0.000923603233506126,161,1.5140690803527832,0.0007623741793091616,0.9996529005538302,0.9701940371221878,0.008793854524560026
87,p,15,second,8,1,0.00041239472647193633,291,2.912126302719116,0.010998994561783514,0.9962281896787519,0.8032025833186234,0.047855094462042023
88,p,15,second,8,2,2.352500603021194,291,1.2910220623016357,0.09227255051026023,0.9728084400131933,0.8941125984465309,0.05014303434635314
89,p,15,second,8,3,0.026704484647524687,291,2.055907964706421,0.020306911496752907,0.9870836906760544,0.947064898726254,0.018327154740871123
90,p,20,second,1,1,0.00013418429256563998,564,8.659369230270386,0.002088012659255828,0.9980487111591313,0.9903706435069524,0.0012932236024818966
91,p,20,second,1,2,12.83505264500799,564,8.236855745315552,0.5019836440873837,0.783960760974675,0.43602546371474465,0.13311955551591775
92,p,20,second,1,3,0.4332081542160584,564,4.2341039180755615,0.0689540167070826,0.9665827541569005,0.6793257947450333,0.04682297548579738
93,p,20,second,1,1,750.6702044762848,617,8.400922060012817,1.182230476244672,0.6636988068373518,-0.07263550467390363,0.26734020134743136
94,p,20,second,1,2,0.005286999868094349,617,12.255996227264404,0.0018985632341928299,0.9991399761920986,0.995005066027427,0.001325119349143568
95,p,20,second,1,3,3.718081638907277e-05,617,506.52081203460693,0.00015351486043050258,0.9999651372138384,0.9998283465944651,0.00010222147332700553
96,p,20,second,1,1,0.0007167518404612372,236,3.7180838584899902,0.00023878531118345196,0.9999304239740401,0.9993457723287241,0.0007212846983353313
97,p,20,second,1,2,745.3131489739012,236,31.73439383506775,0.07170423968954853,0.9500941270602975,-0.06582793359687761,0.3289513569621599
98,p,20,second,1,3,9.568493247069489,236,1.8760569095611572,0.2924344180473783,0.8845523647401272,-0.18428677392105022,0.41600094146574024
99,p,20,second,1,1,0.03504530785782071,70,2.0364491939544678,9.691337296850002e-05,0.9997473457676492,0.9732613078613369,0.003066059612707612
100,p,20,second,1,2,0.008211319762735706,70,1.4166090488433838,5.297898212533454e-06,0.9999765075669427,0.9939700488970573,0.0009923280483775405
101,p,20,second,1,3,0.0007061605366627496,70,1.26527738571167,2.3346874389483964e-05,0.9999784739695108,0.9945251565673691,0.0010944839137751229
102,p,20,second,1,1,0.00020979621376772704,78,0.906203031539917,3.577181335456576e-06,0.9999633476357613,0.9988276042562141,0.0001301230706241024
103,p,20,second,1,2,1.4126503027578226,78,0.8756239414215088,0.018246719923490414,0.9814580446640879,0.27241179332803117,0.270340795719818
104,p,20,second,1,3,7.219308872760567e-05,78,1.1822099685668945,3.6278487027357587e-06,0.9999970205389425,0.999825823697459,6.30365208391708e-05
105,p,20,second,1,1,0.004228861821179322,127,2.0043299198150635,0.0005763292486922967,0.9997500839190142,0.9947244871692473,0.002216099112125329
106,p,20,second,1,2,10.733074989199885,127,0.9408981800079346,0.15663684092581442,0.8889966852381853,0.20886131537266878,0.25170331231117266
107,p,20,second,1,3,0.0013066984097292202,127,1.9138691425323486,0.00023425492664475717,0.9996273833815469,0.9954271175093421,0.0013012010202002092
108,p,20,second,1,1,506.07962934858585,145,2.0561230182647705,0.07698545292096197,0.9789232527855538,-0.7632223759095854,0.42478934327761436
109,p,20,second,1,2,0.001089355111305803,145,1.7881128787994385,7.06515106489069e-06,0.9999954510717621,0.9991031459952714,0.0005752146612969386
110,p,20,second,1,3,3.090624533588314,145,1.0349810123443604,0.11741785313337365,0.9598005564172556,-0.4649679436462844,0.3997748585571782
111,p,20,second,1,1,1.4463291033348336,133,1.174638271331787,0.018048932830461727,0.9852008194747874,0.7344131312516727,0.13371259554142648
112,p,20,second,1,2,63.063821098107034,133,2.5705089569091797,0.11748667697405317,0.9484758334986372,-0.8925129456260086,0.5213657420289031
113,p,20,second,1,3,0.0009270549882561235,133,3.733121156692505,0.000976809550878799,0.999826280578579,0.9855034938661515,0.00539436021455509
114,p,20,second,1,1,0.001457457325623701,161,3.6671528816223145,0.00015672761182428354,0.999881841497835,0.9875350461733744,0.0007205482867796763
115,p,20,second,1,2,1.785968991542862e-05,161,2.5446670055389404,3.7787977038163044e-05,0.9999956304060668,0.9995967495207484,7.171223264825824e-05
116,p,20,second,1,3,0.0039379989775759515,161,2.1076819896698,0.001629308029431014,0.9997033995827491,0.9901357579331925,0.0012507839048517102
117,p,20,second,1,1,0.479659941508585,291,2.84576416015625,0.0549753641881404,0.9636304437036353,0.9224293372159856,0.02303020451321751
118,p,20,second,1,2,0.004644193732843262,291,3.213284969329834,0.002080154956245553,0.998931262788227,0.9977310631159236,0.0010322085628160316
119,p,20,second,1,3,3.2619792291159445e-05,291,134.63343787193298,8.815409800286958e-05,0.9999463496571854,0.999771155827935,5.517889532225645e-05
120,p,20,second,3,1,0.001232883665330183,564,5.931132793426514,0.0008911582787616903,0.9994822635228184,0.9983894285748867,0.00039692031337621906
121,p,20,second,3,2,3.039626091450485,564,4.352197885513306,0.38114541805202823,0.8016218426566216,0.10770372395993659,0.27697752348423066
122,p,20,second,3,3,0.003825045595643571,564,8.61962604522705,0.0058547355076151554,0.9979231315147448,0.9811120566177369,0.007103293865892127
123,p,20,second,3,1,1.025785842419778e-05,617,7.547335863113403,0.00012328357620482256,0.9999720269990459,0.999173112436124,0.0003195002115910986
124,p,20,second,3,2,0.0043663895090489966,617,5.802587032318115,0.004614380503621461,0.9986931996517613,0.9936492341281299,0.0007679710505102816
125,p,20,second,3,3,0.00010547937818409031,617,4.86396598815918,0.0005601775917057531,0.9997961683684485,0.9987832247911782,0.00041313465487197176
126,p,20,second,3,1,49.942062834094166,236,3.7085137367248535,0.22585450156894782,0.9100398113702985,-0.03960915273078575,0.2714820728733806
127,p,20,second,3,2,0.0022982198156427324,236,3.5960288047790527,0.001423172666944531,0.9995071517174685,0.9910157771585739,0.0022168192386386575
128,p,20,second,3,3,0.14331452430655633,236,5.204747915267944,0.05565701741187096,0.9484026165845832,0.03457911247761162,0.2128129752598491
129,p,20,second,3,1,10.72480434635045,70,0.8798415660858154,0.008685039900057354,0.9912007094936144,0.42478081454710226,0.21324577335042624
130,p,20,second,3,2,0.0005242329289993043,70,1.1254050731658936,2.1062177430173367e-05,0.999942148354205,0.9960806725097875,0.0006942217578111211
131,p,20,second,3,3,0.002212834223136364,70,2.5891292095184326,1.0425465410124012e-05,0.9999814146509997,0.9575593961057288,0.0014263875381822673
132,p,20,second,3,1,0.03468188623681078,78,1.1213669776916504,8.868235836310345e-05,0.9992750438752588,0.9915590600305418,0.002299336376725161
133,p,20,second,3,2,0.04514428784381646,78,1.2813670635223389,0.0020011070442052556,0.9935946730353228,0.9850009310882706,0.010690804887519065
134,p,20,second,3,3,0.0038669074624027183,78,1.0882632732391357,4.393931288885974e-05,0.9996495400524811,0.9951351675941837,0.0011822451239425914
135,p,20,second,3,1,0.9730676916889065,127,0.9137611389160156,0.14787316400267994,0.9403387745000943,0.057008746617404335,0.30917310882628946
136,p,20,second,3,2,0.01012268572892923,127,1.5938751697540283,0.0011555624798471713,0.9994317935713172,0.9772568125227139,0.0018501612946138642
137,p,20,second,3,3,0.0010275149734020222,127,1.5557267665863037,2.9959758620565495e-05,0.999963932709697,0.9991686394128252,0.00019599706767016998
138,p,20,second,3,1,0.02117612435281288,145,1.662755012512207,0.0003245230550828516,0.9998854019224468,0.9936579101468938,0.0024775498034499033
139,p,20,second,3,2,0.008819641963955294,145,1.8976168632507324,0.0003543623614026248,0.9999145756087845,0.9895017289882059,0.0036043131257958625
140,p,20,second,3,3,62.51543563647405,145,3.3714470863342285,0.017180887446248946,0.9897058617830421,-0.2808811507581127,0.2889204961363736
141,p,20,second,3,1,0.14881698227872345,133,2.276240110397339,0.03660058513210694,0.9971426423981774,0.44985310604671125,0.17761771490062192
142,p,20,second,3,2,0.0002317110933491534,133,2.1118617057800293,9.677932486238405e-05,0.9999274538133337,0.996856394979781,0.0005891921261490126
143,p,20,second,3,3,0.011252887719557453,133,3.0325613021850586,0.0004147243173285402,0.9996823823454597,0.9890169826490748,0.0023487454551729373
144,p,20,second,3,1,8.42059478830853e-05,161,1.6225178241729736,0.0004862512584479225,0.9999029810018453,0.9959461732982944,0.0003895662905517461
145,p,20,second,3,2,0.0016571019165062659,161,2.134549140930176,0.0010099846675680224,0.9998027744488829,0.9937480169610021,0.0006364000337498758
146,p,20,second,3,3,0.0013490049261631575,161,2.3509531021118164,0.001911845637072082,0.9995253875581573,0.989660818713692,0.001628399360109024
147,p,20,second,3,1,0.001073994595643425,291,1.9496870040893555,0.0011226048085047427,0.9995048030961552,0.9969743556815174,0.0006865405445222443
148,p,20,second,3,2,7.921404971512827,291,2.2597198486328125,0.1775157067652049,0.8947411570427065,-0.0693006847043761,0.0899462589712366
149,p,20,second,3,3,0.0013472690976997642,291,3.461376905441284,0.0009319202973085864,0.9993677817366914,0.9986947276295518,0.000595207227286213
150,p,20,second,8,1,7.673797160783156,564,5.910200834274292,0.296022126311262,0.8442352522210681,0.3930893476617244,0.13570820568353403
151,p,20,second,8,2,9.859645334565016,564,5.625125885009766,0.271709615470271,0.7501685066422115,0.7701262835389799,0.0721985583323371
152,p,20,second,8,3,0.0708891410063397,564,4.147582054138184,0.25157162766332175,0.9332284961770522,-0.02987114680826222,0.35317803816792176
153,p,20,second,8,1,5.040978620688518e-06,617,7.751112937927246,0.00036993680139674027,0.9998755777900379,0.9916077874533926,0.0020890495187874994
154,p,20,second,8,2,0.1008384316794532,617,6.260010004043579,1.4904869136770253,0.6462514101346797,-0.24389806552283294,0.4253246195788107
155,p,20,second,8,3,0.02574447403671688,617,6.66127610206604,0.040231625338809716,0.9854351835902777,0.8991215698749799,0.023766067118205503
156,p,20,second,8,1,625.6197811428486,236,2.2583510875701904,0.18374373104687552,0.9185691236869801,-0.11458271546817081,0.339037183578531
157,p,20,second,8,2,0.0005694513176332939,236,2.9170544147491455,0.0004356999464739646,0.9996072782107549,0.9818560300347157,0.005192850820030025
158,p,20,second,8,3,0.23255292855186174,236,4.436100006103516,0.027668256039193175,0.9867858299321199,0.7834464271756103,0.0448559140017568
159,p,20,second,8,1,61.905202482130974,70,1.406383991241455,0.02502951353630582,0.9354746241121527,-0.8930337492694674,0.6722402959584094
160,p,20,second,8,2,0.08281440147564306,70,1.0641860961914062,0.00011831429221036554,0.999744662081246,0.9387932422714406,0.011315309196668207
161,p,20,second,8,3,146.43159481312412,70,1.5553631782531738,0.018995217792700445,0.942178979827301,-0.5193338106795624,0.42114979691014803
162,p,20,second,8,1,0.0786520793867716,78,2.330355167388916,0.0020575803010222764,0.9916442268280682,0.07305094955178179,0.054537702382564175
163,p,20,second,8,2,0.021897366746963277,78,1.4259657859802246,0.0004727861282598947,0.9964458600924924,0.9871407661814254,0.0053624426390172075
164,p,20,second,8,3,12.945432204142048,78,0.9182720184326172,0.0034590499481737124,0.9869810982730116,0.7312825726775115,0.11795771768242148
165,p,20,second,8,1,0.06452510449970413,127,2.1364850997924805,0.008220359827767363,0.996321320119134,0.9854145566137738,0.019289683192333172
166,p,20,second,8,2,0.14840993891134163,127,1.1927769184112549,0.00805713458562906,0.9931049251963747,0.8607327420461844,0.01427548106826693
167,p,20,second,8,3,1.018947676054414,127,0.9434030055999756,0.08177674495702461,0.9142811243399546,0.5549084111960391,0.17362434667141216
168,p,20,second,8,1,4.854566843422153,145,2.3228583335876465,0.0040875168524206525,0.9968543186143644,0.5550873450772987,0.11457553808124145
169,p,20,second,8,2,756.619845461253,145,2.021942138671875,0.027093632409616944,0.9882077792334922,0.6172409132270028,0.14411604694648428
170,p,20,second,8,3,0.0001119428921277732,145,1.6600701808929443,0.0004401090175687156,0.9996648891986236,0.7738064376055648,0.04741859346523234
171,p,20,second,8,1,0.0007253449711613342,133,2.533155918121338,0.0014084808023777096,0.9994206750578047,0.9619500730138012,0.015587257473106762
172,p,20,second,8,2,1.5453183122975848e-05,133,1.4698028564453125,1.1830318356832675e-05,0.9999903717306509,0.9812777994775632,0.0034374248500582067
173,p,20,second,8,3,328.9170416864827,133,2.622938871383667,0.01606421047233395,0.9975558455032517,0.7502801588344169,0.10443965976134707
174,p,20,second,8,1,36.230972100214025,161,3.527351140975952,0.742093066906878,0.7324670672890962,-0.9250509451660928,0.4999849949512234
175,p,20,second,8,2,0.46938654050880124,161,1.6413729190826416,0.006050895780195128,0.9964976112028232,0.9709046799003233,0.009544337217346127
176,p,20,second,8,3,0.5990370573417144,161,2.0412709712982178,0.053135142280979264,0.9798484944533122,0.8126907864493216,0.028112102157304655
177,p,20,second,8,1,0.08057837429202025,291,2.8252079486846924,0.014813945752673315,0.9926097508893224,0.9798575479930092,0.003801730086609991
178,p,20,second,8,2,0.0009325906809069677,291,2.9424068927764893,0.0004883576452774822,0.999748645410154,0.9789618168206519,0.0024628806523579166
179,p,20,second,8,3,0.0001155337522357938,291,2.5327417850494385,7.377360237968816e-05,0.9999722765257297,0.9976177156174333,0.0007937987858132833
180,p,30,second,1,1,1.138853244771338,564,2.9931468963623047,0.8598087528857506,0.6917258400829803,0.34228129470466795,0.24538381221393896
181,p,30,second,1,2,0.00016569015016858625,564,7.186648845672607,0.0006689703774700126,0.9997821760251023,0.9990091951665963,0.0004265332263935044
182,p,30,second,1,3,0.009584028079071407,564,6.60367488861084,0.002042364238421437,0.9980371716387035,0.9955931178526057,0.0010315784652461658
183,p,30,second,1,1,0.006861315204426822,617,11.576939105987549,0.05704976191219344,0.9908550642016044,0.9888091680820026,0.005963364769757077
184,p,30,second,1,2,33.211259767582774,617,13.29576301574707,0.2872732125954073,0.9198789210498248,0.6055951239450168,0.12067130829764026
185,p,30,second,1,3,0.0006170116561788898,617,12.781579732894897,0.004223233080182775,0.9988735114077286,0.9936750919661232,0.0012535098423648934
186,p,30,second,1,1,0.007283302476555764,236,2.533604145050049,0.0011770131879403,0.9993430234493565,0.9911148425382026,0.0019916796755801098
187,p,30,second,1,2,6.310177144868312e-05,236,3.4846060276031494,0.00018442859743671484,0.9999685068316821,0.9990473426397766,0.0004897686194642138
188,p,30,second,1,3,0.023233236460527697,236,2.7505908012390137,0.005766738828147953,0.9968631011935107,0.8850382104832965,0.0072101123230272094
189,p,30,second,1,1,0.002111791673936359,70,1.62276291847229,9.87034867188333e-06,0.9999747201842436,0.9918067030242684,0.0010938370329648458
190,p,30,second,1,2,10.786080212532013,70,0.9355089664459229,0.013568175438859487,0.9894911286139225,0.06920578096881613,0.28866628458992877
191,p,30,second,1,3,9.920718158899112,70,0.9444761276245117,0.0931083690022278,0.6541383711384078,-0.3274795412118629,0.36607484263491413
192,p,30,second,1,1,0.0005773945722288671,78,1.7007758617401123,1.8638602284408558e-05,0.9999940984618583,0.9997279748315443,0.0001333767629513205
193,p,30,second,1,2,0.0204301331707758,78,1.4762580394744873,0.00042842536254719937,0.9987458487688894,0.9593465302810688,0.0022281580633284393
194,p,30,second,1,3,0.00043832171309447586,78,1.5883421897888184,1.965286884364255e-05,0.9999952266283255,0.9995628243660144,0.00010762155411790334
195,p,30,second,1,1,2.2390941266078363e-06,127,1.17283296585083,1.6281432487752711e-06,0.9999989530388715,0.9980020847424221,0.00011403539350881229
196,p,30,second,1,2,9.690402724670185e-06,127,1.131225824356079,7.00218611309027e-07,0.9999997216959864,0.998883346174825,7.335895709579252e-05
197,p,30,second,1,3,8.607572977519968,127,1.016840934753418,0.024635950689784292,0.9835028794373776,0.7777750089310105,0.11215089621405887
198,p,30,second,1,1,1.4124521193440305,145,1.3442668914794922,0.011508464450327953,0.9919337648323231,0.3775941740061347,0.23123247745104014
199,p,30,second,1,2,0.013987990844663525,145,2.46081805229187,0.0011627093619667208,0.9997063494139973,0.9768979375927919,0.0045997895200379155
200,p,30,second,1,3,0.2443703662597787,145,2.10803484916687,0.004010240870110187,0.9989390812279093,0.9121741011088832,0.01255302101457621
