,trial,model,nrbf,opttype,gpscaler,runidx,gainmse,tlength,runtime,posmse,poscorr,wtcorr,wtmse
84,261,p,30,second,8,1,0.009514468498391854,510,10.536746978759766,0.05383528843279462,0.8410560482326,0.49202193729816696,0.0633470713969749
85,261,p,30,second,8,2,52.71766611451472,510,2.4646408557891846,0.3834075321869128,0.3455945918199583,-0.30731692027507435,0.3376924304467838
86,261,p,30,second,8,3,0.0006319120658656878,510,11.9130539894104,0.002887677059195678,0.9931314885343414,0.968114869540078,0.0021511743888513626
87,274,p,30,second,8,1,9.940744491042864,82,28.68298602104187,0.024790077624218147,0.9618032455456231,0.338363394533786,0.19293683452499066
88,274,p,30,second,8,2,50.99321741463075,82,3.330763101577759,0.0001721394813730127,0.9997291236898029,-0.2722984406765418,0.23563164113616591
89,274,p,30,second,8,3,2.01912697477712,82,4.505905866622925,0.05600505288939161,0.9292284032212872,-0.11913412175165279,0.2764436364644781
90,59,pv,20,second,1,1,0.013576531222610166,124,8.864850044250488,3.2149088465385664e-06,0.9999957445495965,0.9944276493468649,0.000794652971296343
91,59,pv,20,second,1,2,0.5051009365975982,124,5.438039779663086,6.760098010675012e-07,0.9999989536843412,0.9740394364526314,0.002440266386230824
92,59,pv,20,second,1,3,0.2604607684671387,124,4.14286208152771,2.9273830288694375e-08,0.9999999459158203,0.9532635218550516,0.005691477835734435
93,98,pv,20,second,1,1,58.293362398689624,89,1.9457788467407227,0.0014060752925674413,0.9317522844053208,0.9733586618051002,0.03844266287309469
94,98,pv,20,second,1,2,0.534413528329407,89,2.932227849960327,9.407265908303032e-09,0.9999987626711424,0.8225827471994612,0.005095215919621857
95,98,pv,20,second,1,3,1.6741715495497007,89,2.765378952026367,0.009877355386917903,0.9702885987684258,0.8550858845828013,0.08263271652577885
96,152,pv,20,second,1,1,0.38428542821496836,281,12.48766303062439,1.4738651520731778e-05,0.9999775308299506,0.10485185985754354,0.01013713741038866
97,152,pv,20,second,1,2,6.288788181290832,281,6.2509729862213135,0.004971016379610934,0.998802569442377,0.9356705197166082,0.051281162015821245
98,152,pv,20,second,1,3,0.04061506159476372,281,7.302178859710693,2.8352259382735602e-05,0.9998585797910123,0.9647055238712028,0.0009864850050758506
99,156,pv,20,second,1,1,0.05865675329145991,79,3.800123929977417,3.366054506582505e-10,0.9999999991127302,0.9998887542116172,6.878938551227805e-05
100,156,pv,20,second,1,2,0.24374219551099538,79,3.738715887069702,2.6476662749900333e-10,0.9999999991734918,0.9826426646453733,0.004868770784803504
101,156,pv,20,second,1,3,15.413573482610543,79,1.4005579948425293,0.0015557909415004503,0.9959095954972828,0.9706431006027015,0.08845985212201823
102,248,pv,20,second,1,1,0.021659741880300964,311,3.6162209510803223,1.1811121086517667e-05,0.9999872421085414,0.9973537626124104,0.0004923440277376282
103,248,pv,20,second,1,2,13.199156053573045,311,2.198741912841797,0.29970124441105783,0.581555806209314,0.8365708563142598,0.14634687951785283
104,248,pv,20,second,1,3,0.0017222045513971282,311,8.267172813415527,2.3804423687513135e-07,0.9999986168859598,0.9997048656913703,3.38934093335304e-05
105,2,pv,20,second,3,1,0.009450802999791764,273,6.6605799198150635,3.877138099592714e-05,0.9996879799144092,0.9856306142201828,0.000635018036823189
106,2,pv,20,second,3,2,0.6822926329033416,273,8.538113117218018,0.00011330035039314926,0.9983400927684605,0.8739828837690686,0.0028235629162653114
107,2,pv,20,second,3,3,0.21921141388052112,273,8.278542041778564,2.8970202403922855e-05,0.9998064005326586,0.9780000167367303,0.0015571581686111928
108,15,pv,20,second,3,1,2.102039767450022,210,10.18430209159851,0.00015162237804890242,0.9997319318174879,0.964318160585041,0.004703281356261449
109,15,pv,20,second,3,2,1.483173336560981,210,10.438420057296753,0.02690891463772008,0.8759054254207762,0.6263573964864109,0.1419312356120665
110,15,pv,20,second,3,3,0.0023788993355308126,210,5.164140939712524,2.900621179014784e-05,0.9998889448504152,0.9965902989420297,0.00017632456495288826
111,44,pv,20,second,3,1,0.4290154988951297,244,4.6160972118377686,6.244634583871317e-06,0.9999601934061927,0.5570111610998538,0.02396302502077487
112,44,pv,20,second,3,2,0.3818546548889284,244,14.711947679519653,3.056162202469626e-05,0.9994907032220504,0.9472746723339669,0.004442244266108069
113,44,pv,20,second,3,3,49.713084618362444,244,8.532166004180908,0.0006575362616056647,0.994653469634766,-0.7125511576907927,0.10492460962310306
114,260,pv,20,second,3,1,3.699135707025046,686,4.888337850570679,1.354361940836575,0.29671296181008827,0.39421461463590274,0.18776674255955184
115,260,pv,20,second,3,2,0.0008220007581866606,686,17.374402046203613,6.52959546769019e-05,0.9998051086763096,0.9974359924641735,0.00015340637358293602
116,260,pv,20,second,3,3,36.30865916787289,686,10.979712009429932,0.04201803956911134,0.9559496404127237,0.6779313599129075,0.045076536961951755
117,267,pv,20,second,3,1,40.53633989239,112,6.344275951385498,0.0003231536089325196,0.9988066745090968,0.9426193623073826,0.07967103804634779
118,267,pv,20,second,3,2,3.91136164774697,112,6.34390926361084,0.001819358828580873,0.9893435985903057,0.38402720855848993,0.15240305836293616
119,267,pv,20,second,3,3,0.008546259512100186,112,2.717015027999878,3.8466006429776984e-08,0.9999998273495121,0.9890279905855404,0.00035592846349515825
120,1,pv,20,second,8,1,6.778721360766783,110,4.0933380126953125,0.0003185585385002861,0.9995461326116617,-0.046608069739939445,0.2563363154426643
121,1,pv,20,second,8,2,5.366820481286436,110,3.323521137237549,0.0002759227236439011,0.999766632939478,0.8583699616188308,0.01083215468208709
122,1,pv,20,second,8,3,7.5700711049466465,110,1.3948328495025635,0.023469549558120185,0.9721444419970882,-0.4093862674553158,0.3690590281264597
123,143,pv,20,second,8,1,87.41060128679015,116,5.431164026260376,3.8101306637431714e-05,0.9991425367298179,0.18076562631641488,0.09901415616192955
124,143,pv,20,second,8,2,3.5395975585964714,116,10.501302003860474,0.009892830244744707,0.7232298210243225,0.17763590270590662,0.2341974665986671
125,143,pv,20,second,8,3,0.7359389006837327,116,1.3895838260650635,0.07260900779695481,0.6998627457027236,0.4811873644733999,0.17105862785272025
126,173,pv,20,second,8,1,497.16005941253974,201,12.288565158843994,0.000253671630820723,0.9958558088092854,0.7678970098905264,0.02900540647539357
127,173,pv,20,second,8,2,4.056376399590838,201,5.582226276397705,3.373337684912107e-05,0.9991220427767217,0.6767158583023846,0.020269358585952062
128,173,pv,20,second,8,3,131.9946020693131,201,7.208709955215454,0.00037959066776451926,0.9963993055092557,0.3804729883756602,0.050455279875143644
129,211,pv,20,second,8,1,240.53719306476924,72,2.392462968826294,0.00047374331216081883,0.9937084189286287,0.31903220137271143,0.15346333071111726
130,211,pv,20,second,8,2,617.7141223777783,72,3.175351142883301,4.704407628070464e-05,0.9996530088951229,-0.15389388830213216,0.2334299142637804
131,211,pv,20,second,8,3,2.949740520107393,72,1.280217170715332,0.011870746544022643,0.8788903196620035,0.6345952919028316,0.1431013754832038
132,254,pv,20,second,8,1,117.57267199293247,117,2.7929840087890625,0.0009143217283683904,0.991926983084135,-0.18161856974337648,0.18149018755443047
133,254,pv,20,second,8,2,1.4155240718831508,117,3.1805667877197266,0.00022432873048534643,0.9981961091576188,0.6898168232940436,0.06207681848868131
134,254,pv,20,second,8,3,1.566603622338404,117,4.215476989746094,0.006513931386247445,0.8651812925901696,0.34017394553245406,0.14360023249727596
135,129,pv,30,second,1,1,4.3498534942422715,366,2.880369186401367,0.01790090319526239,0.9780209016826474,0.9814062881346437,0.019355586605958264
136,129,pv,30,second,1,2,2.354848558067102,366,7.25168514251709,1.4912591340649479e-05,0.9998524407497372,0.9273368558966646,0.008030782403301627
137,129,pv,30,second,1,3,0.002769868930218837,366,11.597277164459229,8.7209785451405e-06,0.999973872489886,0.9991141853640122,9.457998094045758e-05
138,152,pv,30,second,1,1,8.707495256002128,281,11.100844621658325,5.920945381619505e-07,0.9999998573556955,0.9891511928231288,0.0032718324053260745
139,152,pv,30,second,1,2,0.00485176213402331,281,13.778620719909668,0.00023047203362221033,0.9998415017200234,0.9813941414002304,0.0006094100991973742
140,152,pv,30,second,1,3,0.014312825058223459,281,9.521651983261108,5.3774416244499775e-06,0.9999743410229165,0.9947960209184956,0.0007007127318077579
141,239,pv,30,second,1,1,6.622220011270856,55,2.200737714767456,5.686506218819423e-07,0.9999994379390352,-0.10078815300185814,0.12676489608921862
142,239,pv,30,second,1,2,0.6149395903230844,55,1.732407808303833,4.311401990007412e-07,0.9999980121249618,0.9838690288164829,0.011917860444679169
143,239,pv,30,second,1,3,1.7368772636590264,55,15.87819218635559,0.011811969104338954,0.9698989241442911,-0.04749465534640909,0.2616739598169683
144,264,pv,30,second,1,1,0.8151650215813324,91,15.93018102645874,0.04673837495198579,0.9351322020433958,0.7905918503056815,0.11681444080579437
145,264,pv,30,second,1,2,29.303808494138618,91,2.4509170055389404,0.1138453624289078,0.5576986165054264,-0.4631913635095666,0.43510191554442496
146,264,pv,30,second,1,3,0.6279836376618086,91,2.2777841091156006,0.01970512667907343,0.9550722790125379,0.7102793561396188,0.11250680466517052
147,290,pv,30,second,1,1,0.0009435222396685986,660,54.821940898895264,3.5795461409017846e-06,0.9999928878569283,0.9995823373279304,2.8234129646601337e-05
148,290,pv,30,second,1,2,0.00048070951875653356,660,61.971879959106445,3.462260554480614e-06,0.9999751081746459,0.9994795342658586,3.1653823893006184e-05
149,290,pv,30,second,1,3,9.838405702433318,660,34.48544216156006,2.3721290908725235e-05,0.9998146174699597,0.25522184789825275,0.09209212346311138
150,61,pv,30,second,3,1,0.001511499047965319,168,3.5407848358154297,3.378650584344263e-06,0.9999944642673516,0.9994408126025306,6.229685735949892e-05
151,61,pv,30,second,3,2,0.045770503520327084,168,8.793781042098999,9.309518692271809e-07,0.999999649228877,0.99911704558988,0.00018630145316548478
152,61,pv,30,second,3,3,0.004574157558704314,168,4.316499948501587,4.11265707754455e-06,0.9999851654164958,0.9987839891914918,0.00010794846112659149
153,64,pv,30,second,3,1,0.008265571550813016,106,4.57471489906311,2.601600019976779e-07,0.9999993484618835,0.9849714134131127,0.0012698718917162116
154,64,pv,30,second,3,2,1.4126902527731304,106,9.551249980926514,8.859116694352169e-07,0.9999889268634107,0.7193447274820918,0.029566338689155477
155,64,pv,30,second,3,3,9.236353106322806,106,1.8970057964324951,0.18009802436005687,0.29192419308937106,0.08729717033417658,0.1684553062350333
156,106,pv,30,second,3,1,9.947037174067011,230,2.2704710960388184,0.08016949501961323,0.5710932866352028,-0.25618336082114845,0.27274827512885774
157,106,pv,30,second,3,2,0.028076004221388805,230,6.998075246810913,4.2664345457409656e-06,0.9999548930453218,0.9915599475446027,0.0005000622948541082
158,106,pv,30,second,3,3,0.19204508859198494,230,9.139858961105347,5.042175973730161e-07,0.9999959868065347,0.9871332650723231,0.0005508518266968634
159,204,pv,30,second,3,1,10.884898790832732,49,1.2897119522094727,0.003176619777487059,0.991878145046586,-0.5337701150006595,0.3759351325237273
160,204,pv,30,second,3,2,0.4832549241549276,49,3.7392890453338623,4.686306554957106e-10,0.9999999979722205,0.8693871873576926,0.007013963476613689
161,204,pv,30,second,3,3,0.2360635700898827,49,3.6812028884887695,6.6171581914679e-10,0.9999999964722094,0.9887110521782749,0.002885244530211768
162,296,pv,30,second,3,1,0.0002755472614507259,507,15.231683015823364,5.399677259381043e-07,0.9999985985472825,0.9995295573389762,3.3982630822859085e-05
163,296,pv,30,second,3,2,0.009789313258286057,507,34.01402521133423,3.0823540459194006e-05,0.999848979405818,0.9886431033005899,0.00022825298056487858
164,296,pv,30,second,3,3,0.00289330556681969,507,34.988187074661255,5.251339830914356e-06,0.9999957982897575,0.9996336693942327,9.797681514215696e-05
165,35,pv,30,second,8,1,5.371102744590455,148,1.4738280773162842,0.12293492072983409,0.8603843834081126,0.26640170930164647,0.2095303560490918
166,35,pv,30,second,8,2,2.396489707689067,148,3.5327179431915283,0.00014422953745567106,0.9993264687276436,0.7871943808873872,0.014611643617904737
167,35,pv,30,second,8,3,2.375149457397034,148,7.839416265487671,0.00016471645315363536,0.9998478865288302,0.7523652197013317,0.0191354086313355
168,89,pv,30,second,8,1,0.27921919165099457,306,10.528069019317627,9.535905039687995e-05,0.99973248821636,0.9505271626450068,0.003986216249814348
169,89,pv,30,second,8,2,24.508769393286315,306,5.629061222076416,0.015689075719862628,0.9104005057457527,-0.30553059644117353,0.23686907706433147
170,89,pv,30,second,8,3,1.1399469851351545,306,3.8546087741851807,0.02583570222977564,0.9296466939945462,0.1241399826250562,0.14760630010070508
171,114,pv,30,second,8,1,7.128724908747559,82,42.45727181434631,0.00011386450630015385,0.9996119018151775,-0.052386360621532214,0.23574256323145656
172,114,pv,30,second,8,2,16.63045038248419,82,1.461271047592163,0.0004968453891517666,0.9963665468592842,0.2994836623117707,0.2027555852429616
173,114,pv,30,second,8,3,1.2315592424288782,82,2.0432817935943604,0.017378883264828764,0.9793157461382136,-0.10190578181748738,0.138168181581645
174,195,pv,30,second,8,1,110.09379030273197,88,2.2021312713623047,0.0009695975135271117,0.9941152301870986,-0.31505331346005666,0.21905282310054483
175,195,pv,30,second,8,2,3.1639372814427196,88,2.761800765991211,0.03673467978953879,0.9186212693770048,-0.05051820789278226,0.26521771761358576
176,195,pv,30,second,8,3,3.995366265120352,88,2.5106990337371826,1.2610033184084286e-05,0.9999687879566781,0.740035442123572,0.01705872943675486
177,265,pv,30,second,8,1,0.13230030336226414,344,11.336114168167114,0.009512423775497342,0.9818670290427861,0.4932218184940909,0.05450026530240622
178,265,pv,30,second,8,2,2.025714712511544,344,2.8630096912384033,0.06992283326514678,0.9372280234207291,0.21882796174356797,0.21585899408431258
179,265,pv,30,second,8,3,0.32907800152758704,344,9.741379022598267,0.00011240039773340145,0.9997644795057594,0.9839556179164579,0.0032770201928047984
180,14,pf,20,second,1,1,1.2435943680943122,44,2.246032953262329,8.647668129136349e-08,0.9999996465306419,0.9752006798762555,0.00655564771931316
181,14,pf,20,second,1,2,95.78519994571154,44,2.568247079849243,0.00010855369772523279,0.9996099365310036,-0.8965314298159387,0.24793494456511678
182,14,pf,20,second,1,3,1.647429534770306,44,1.9222171306610107,0.015074351744597904,0.9601940500721374,0.5150551960443464,0.1706365853069359
183,106,pf,20,second,1,1,0.8629694235480381,230,14.3471040725708,1.0124815280338039e-05,0.9999923784398416,0.9869110176455616,0.002350759228643698
184,106,pf,20,second,1,2,1.059844291684587,230,7.030307054519653,5.296273119212372e-06,0.9999817055640389,0.4300715673572823,0.030493255879173696
185,106,pf,20,second,1,3,2.1397961296468573,230,6.585138320922852,5.9698951904595975e-06,0.9999826535571602,0.6166385032788778,0.007905281694594212
186,118,pf,20,second,1,1,68.45174060223388,240,4.914138078689575,9.836889380208007e-05,0.999741279138874,-0.3793520260278271,0.08748155963874298
187,118,pf,20,second,1,2,0.40223647036068727,240,5.705544948577881,4.925729221766998e-06,0.999991409257503,0.9474353704749643,0.0017663552020978812
188,118,pf,20,second,1,3,1.7907684741657477,240,6.34793496131897,2.6711341508761456e-06,0.9999996293856984,0.9978728963378628,0.0005189805742241023
189,157,pf,20,second,1,1,1.7190403368539098,321,4.05889892578125,0.4573503922538182,0.544796752536605,-0.7964197134168881,0.2214916099355877
190,157,pf,20,second,1,2,160.77631246827343,321,8.303930282592773,0.0053073649650600034,0.9908721924749886,-0.09534907883747877,0.18729827085006143
191,157,pf,20,second,1,3,0.4345548422951245,321,9.243396759033203,7.762688812328352e-07,0.999997894846751,0.9803023295457133,0.0006559829846860249
192,167,pf,20,second,1,1,7.5529919750888705,72,2.0249550342559814,2.931539080301792e-06,0.9999947007597884,0.9802303627729244,0.003501886502938689
193,167,pf,20,second,1,2,0.275991078633228,72,3.5614819526672363,5.529488666229913e-09,0.9999999900647633,0.8754663640615081,0.009086318345023816
