,trial,model,nrbf,opttype,gpscaler,runidx,gainmse,tlength,runtime,posmse,poscorr,wtcorr,wtmse,posmse_p,poscorr_p,wtcorr_p,wtmse_p,wtcorr_pv,poscorr_pv,wtcorr_pf,poscorr_pf,wtcorr_pvi,poscorr_pvi,wtcorr_pif,poscorr_pif,wtcorr_pvf,poscorr_pvf,wtcorr_pvif,poscorr_pvif,posmse_pv,wtmse_pv,posmse_pf,wtmse_pf,posmse_pvi,wtmse_pvi,posmse_pif,wtmse_pif,posmse_pvf,wtmse_pvf,posmse_pvif,wtmse_pvif
10,23,p,20,second,3,1,0.009692090219134046,64,1.2329587936401367,,,,,2.1777619939772055e-05,0.9999689799975454,0.9963370975318696,0.000553486363329686,0.4798832452477719,0.9906497643868138,0.9963311439526344,0.9999693623306325,0.9933203330837911,0.999982227581069,0.9966184757211051,0.9999660351730381,0.9948243962191733,0.9999796182843974,0.9933436009482435,0.9999822298623631,,,,,,,,,,,,
11,23,p,20,second,3,2,0.00010948764965051501,64,1.050485610961914,,,,,4.143891577384872e-06,0.9999953754557847,0.9981217979676431,0.00038156352086493746,-0.08554247716841673,0.9932544360461696,0.998139703577781,0.9999953629081609,0.9974082940008365,0.9999972707504987,0.9981737674175855,0.9999959377465515,0.9982944284378229,0.999994588494523,0.997410466089436,0.9999972682640507,,,,,,,,,,,,
12,103,p,20,second,3,1,0.0022124592625755285,100,1.5632667541503906,,,,,0.018437195979404714,0.9916576284852137,0.8932605918692523,0.04558303441193821,0.8950356223556395,0.9908633550791829,0.8928681720965644,0.991657963767079,0.9879731120855001,0.9999949429135924,0.8924490002943603,0.9916534991382595,0.4370670429633293,0.9573747418326436,0.8943364098345609,0.9908344067244429,,,,,,,,,,,,
13,103,p,20,second,3,2,0.1469410148693504,100,1.2278950214385986,,,,,6.860382594253082e-05,0.9999492362803063,0.980494391560236,0.003182902678002637,0.9775302847862329,0.9999345702224143,0.9789436854585274,0.9999496149304845,0.9089449993794184,0.9999950883236087,0.9795586458040169,0.9999529873039499,0.25494641298388904,0.9749699415614778,0.9092005287344275,0.9999962004496855,,,,,,,,,,,,
14,142,p,20,second,3,1,0.03452676054317352,93,1.4594089984893799,,,,,0.005320948679563513,0.9919110083176972,0.7791353218456444,0.09386477217154819,0.7855078501105867,0.9917363866966584,-0.5169501082804626,0.8656705647411168,0.9458504289581263,0.9999977896817731,0.7819583151350425,0.9921433573328868,-0.5169501082804626,0.863625500186578,0.7665377857341589,0.9920882227796329,,,,,,,,,,,,
15,142,p,20,second,3,2,1.6908061971486538e-05,93,1.026766061782837,,,,,4.512468337363431e-06,0.9999977401172435,0.9988981282094584,0.00036251835544450677,0.9989127345849259,0.9999979891216044,0.9989056464881501,0.9999977150726613,0.9966569976663511,0.9999980124610021,0.9989482561829902,0.9999964739798428,0.9989131188168172,0.9999980023176175,0.9966184693492987,0.9999981032720123,,,,,,,,,,,,
16,233,p,20,second,3,1,1.1215120420220954,94,2.186781883239746,,,,,0.002005198297160821,0.9976801022754707,0.47037626705003865,0.17389619270300463,-0.52161544179376,0.9251611304964648,0.46902111026072046,0.9978658165285077,0.32236133092990094,0.9986608755112046,0.37518407471992554,0.9976362144549087,0.47075907113748033,0.9979098589379187,-0.52161544179376,0.903392279563932,,,,,,,,,,,,
17,233,p,20,second,3,2,0.12295046749558904,94,1.3474202156066895,,,,,7.456578623060626e-05,0.9999275159883347,0.9646977853992059,0.009572698436906911,0.9738263962721889,0.9999213762426898,-0.036223307243689024,0.896906950792483,0.9574708972846612,0.999994070022392,0.9661704860427415,0.9999729726322556,0.9684059117633224,0.9999808331345743,0.9689394495555201,0.9998915109459626,,,,,,,,,,,,
18,294,p,20,second,3,1,0.003864778084785993,277,2.9043009281158447,,,,,0.0005973810423301036,0.9997908365073394,0.9909893358698316,0.002132777672476871,0.9915622363361686,0.9998402759582711,0.990766272280224,0.9997828980959166,0.44753233275270876,0.9594169230062861,0.9707858018764473,0.9995879196106187,0.9914436610332048,0.9998378534626724,0.9690372167686027,0.9996013282131936,,,,,,,,,,,,
19,294,p,20,second,3,2,540.4442722195139,277,6.791598796844482,,,,,0.9024952439560037,0.6325047661049977,0.4284083498140822,0.16219029804065402,0.9863606528538255,0.9990955853920878,0.98756948420322,0.9993268756170589,0.9979211519677781,0.9999561342010387,0.4607442972676148,0.9444440662795369,0.9863072780072886,0.9990922288454902,0.9825699254876257,0.9990531560814664,,,,,,,,,,,,
20,62,p,20,second,8,1,0.023020681319313577,98,1.225203275680542,,,,,0.000218379008808659,0.999931939497547,0.9683543731496878,0.009840089279386028,0.9703552390409497,0.9999334950030175,0.9683314972277028,0.9999320478908561,0.5818350586321824,0.9990615171603053,0.5826312786064244,0.9993039201460309,0.9703493822538752,0.9999335480672423,0.97656739346935,0.9998796979441351,,,,,,,,,,,,
21,62,p,20,second,8,2,39.335041074266236,98,1.20054030418396,,,,,9.191081997321561e-05,0.9998448059451925,0.7324067816741207,0.10395837873907623,0.7326183772852995,0.9998562418052019,0.7326664220335484,0.9998513982699411,0.7330705072517407,0.9908227804918992,0.7327297939698548,0.9998414645609264,0.7328135329311434,0.9998613422756873,0.9442185374477244,0.9999924049235472,,,,,,,,,,,,
22,226,p,20,second,8,1,0.00011996980956249938,469,2.1010100841522217,,,,,0.00026215708400958906,0.999899606008967,0.9899664818141795,0.0014472251720587133,0.9860370367639882,0.9998651786782083,0.9899489409121343,0.999898929901365,0.9688454510560042,0.9986096944491664,0.5579979958355522,0.9716399499739043,0.5546953388838649,0.9725526243220678,0.9687028862246645,0.9985627214874375,,,,,,,,,,,,
23,226,p,20,second,8,2,0.0053899249383027575,469,5.870005130767822,,,,,0.029655602756580825,0.9940797678662552,0.5142582795428037,0.10206892328169767,0.5160117292575553,0.9934764571552672,0.965539492750796,0.9999579929870308,0.9247201559355185,0.998247994583092,0.9292359110093902,0.9995583887708842,0.9576210180434609,0.9998933563909503,0.9251600335916449,0.9982687620657643,,,,,,,,,,,,
24,230,p,20,second,8,1,11.849385903048557,145,1.6828510761260986,,,,,0.0033849385560927973,0.9981872817388534,-0.4728905263122113,0.17252861055913857,0.47015985558768736,0.9961075933040949,0.4646791264562446,0.9999060263907649,0.45926525167526766,0.9988696923890629,0.4587147181400883,0.9999400608567413,0.4701598316993984,0.9961041001680904,0.46020491212351067,0.9988762349057823,,,,,,,,,,,,
25,230,p,20,second,8,2,2.3675476540564007,145,1.2042911052703857,,,,,0.03790407091289196,0.9772433200581699,-0.2953160618033023,0.42916024638353745,-0.2953161155551464,0.9789981774269852,0.29289759159778583,0.9991259680353112,0.29132736171111384,0.9960287656520539,0.29304340376826815,0.9997586190315062,-0.10725805766457529,0.9980806070334816,0.9505026251605448,0.9998300263638039,,,,,,,,,,,,
26,257,p,20,second,8,1,0.6233057286877977,94,1.3284931182861328,,,,,0.0003379530158544251,0.9996929253630548,0.9074808066811098,0.018620182287869942,0.5762745346462852,0.99918887236485,-0.6116553759885037,0.999451575519436,-0.6560295066446553,0.9992964919729268,-0.6066713796832209,0.9994223945730669,0.9030952667487924,0.9996601509388003,0.6323015675955145,0.999965660816144,,,,,,,,,,,,
27,257,p,20,second,8,2,0.010388803464121849,94,1.249502182006836,,,,,1.0105254810022597e-05,0.9999878303378849,0.8957491684476155,0.011092936831367873,0.5820119090326836,0.9997203754124543,0.8976923848937334,0.999993742298262,0.21123563691662328,0.9999885006023662,0.8997910933301195,0.9999673744551603,0.8908873368433893,0.9999976595578892,0.24248379093671715,0.9999884940617461,,,,,,,,,,,,
28,278,p,20,second,8,1,0.01297541339198876,146,1.7080299854278564,,,,,0.00026610463967008586,0.9995552950612508,0.9372278537124977,0.010539359734299201,0.5442515271743693,0.9969751507201016,0.9379619396362857,0.9995565342526214,0.8312077163464459,0.9998564051298516,0.9252252157200053,0.9996072860137766,-0.20149147689843858,0.7365818754994373,0.8315629669951006,0.9998553374223411,,,,,,,,,,,,
29,278,p,20,second,8,2,0.009509048742969277,146,2.587709903717041,,,,,8.549805643237912e-05,0.9998919175556711,0.926405683551046,0.019064346071759455,0.9263961159849492,0.9998865829825869,0.9264369805786645,0.9998716091789096,0.8726958323060591,0.9871811425478932,0.988913181169945,0.99994589001808,0.8427889508607775,0.9956213483447193,0.9257665083851083,0.9933210943422587,,,,,,,,,,,,
30,69,p,30,second,1,1,10.43167366492223,93,2.9098832607269287,,,,,0.00031739312660992075,0.9986597054363312,-0.783722330784034,0.4672666188353337,0.8852209598935641,0.954410998526704,0.9950765462660056,0.999993909116386,0.8852209598935648,0.9889984278084555,-0.7845699682876395,0.9986997077900746,0.8852209598935645,0.9544116676791928,0.8852209598935641,0.9889982116726991,,,,,,,,,,,,
31,69,p,30,second,1,2,2.5593848801514554,93,1.113908052444458,,,,,0.030521482790471746,0.8812301924543761,0.5299106885604937,0.18061979639012143,0.9934067678411105,0.9999803970233906,0.9927874841264547,0.999980902043989,0.7434239056464371,0.9994479400354982,0.7535290912988395,0.9994894510224603,0.9934011649697877,0.9999788484836276,0.7515212035736858,0.9994618058169765,,,,,,,,,,,,
32,243,p,30,second,1,1,0.022440336646471354,73,1.6076560020446777,,,,,1.422417020276431e-05,0.999887730870947,0.9846143761854658,0.0029259811660953708,0.9848552424503183,0.9998113344910599,0.9846665980008177,0.9998865173599817,0.9768529297553529,0.9999992463834845,0.9752086376767809,0.999928754729123,0.9847318105301437,0.9998073689169368,0.9769361625766054,0.9999992480653237,,,,,,,,,,,,
